"stripped_cell_line_name"	"CCLE_Name"	"Alias"	"COSMICID"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"primary_disease"	"Subtype"	"age"	"Sanger_Model_ID"	"depmap_public_comments"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"depmap_id"	"cdb.name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"EMT"	"NAPY"	"TNBC"
"SUM159PT"	"SUM159PT_BREAST"	""	NA	"Female"	"Asterand"	1	-4.029067	"Adherent"	"F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone"	"7.4"	"CVCL_5423"	"breast"	"Primary"	"Breast Cancer"	"Carcinoma"	NA	""	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal_B"	"ACH-001391"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SUM229PE"	"SUM229PE_BREAST"	""	NA	"Female"	"Asterand"	2	-3.6087374	"Adherent"	"F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone"	"5"	"CVCL_5594"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	NA	""	""	"breast"	"breast_carcinoma"	"ERneg_HER2neg"	"basal"	"ACH-001394"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SUM52PE"	"SUM52PE_BREAST"	""	NA	"Female"	"Asterand"	1	-2.3865599	"Adherent"	"F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone"	"14.6"	"CVCL_3425"	"pleural_effusion"	"Metastasis"	"Breast Cancer"	"Carcinoma"	NA	""	""	"breast"	"breast_carcinoma"	"ERpos_HER2pos"	"luminal"	"ACH-001396"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SUPM2"	"SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	1331040	"Female"	"DSMZ"	4	-3.8242388	"Suspension"	"RPMI + 20% FBS"	"46.7"	"CVCL_2209"	"central_nervous_system"	""	"Lymphoma"	"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"	5	"SIDM00421"	""	"lymphocyte"	"non_hodgkin_lymphoma"	"t_cell_ALCL"	""	"ACH-000226"	"SUP-M2"	"haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"T-Cell and Natural Killer Lymphoma (TNKL)"	"Anaplastic Large Cell Lymphoma (ALCL)"	NA	NA	NA
"SUPT1"	"SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Sup-T1"	909743	"Male"	"ATCC"	2	-2.7014954	"Suspension"	"RPMI + 10% FBS"	"7.1"	"CVCL_1714"	"pleural_effusion"	"Metastasis"	"Leukemia"	"Acute Lymphoblastic Leukemia (ALL), T-cell"	8	"SIDM01154"	""	"blood"	"ALL"	"t_cell"	""	"ACH-000953"	"SUP-T1"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	NA	NA	NA
"SW1088"	"SW1088_CENTRAL_NERVOUS_SYSTEM"	""	909745	"Male"	"ATCC"	2	-4.8356539	"Adherent"	"RPMI + 10% FBS"	"24.9"	"CVCL_1715"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	72	"SIDM01155"	""	"central_nervous_system"	"glioma"	"astrocytoma"	""	"ACH-000437"	"SW 1088"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"Mesenchymal"	NA	NA
"SW1271"	"SW1271_LUNG"	""	1299062	"Male"	"ATCC"	2	-2.9868657	"Adherent"	"RPMI + 10% FBS"	"25"	"CVCL_1716"	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	69	"SIDM01156"	""	"lung"	"SCLC"	""	""	"ACH-000890"	"SW 1271"	"lung: small_cell_carcinoma"	"Lung"	"Small Cell Lung Cancer (SCLC)"	NA	NA	"Mesenchymal"	"YAP1"	NA
"SW1463"	"SW1463_LARGE_INTESTINE"	""	909748	"Female"	"ATCC"	3	-3.5201402	"Adherent"	"RPMI + 10% FBS"	"21.4"	"CVCL_1718"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	66	"SIDM00834"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000470"	"SW1463"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SW1573"	"SW1573_LUNG"	""	724878	"Female"	"ATCC"	2	-3.5178498	"Adherent"	"L15 + 10% FBS"	"10.8"	"CVCL_1720"	"lung"	"Primary"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	44	"SIDM01163"	""	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	"ACH-000677"	"SW 1573"	"lung: squamous_cell_carcinoma"	"Lung"	"Non-Small Cell Lung Cancer (NSCLC)"	"Lung Squamous Cell Carcinoma (LUSC)"	NA	"Mesenchymal"	NA	NA
"SW403"	"SW403_LARGE_INTESTINE"	""	NA	"Female"	"ATCC"	1	-1.5698698	"Adherent"	"L15 + 10% FBS"	"75.2"	"CVCL_0545"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	51	"SIDM00836"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000820"	"SW403"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SW48"	"SW48_LARGE_INTESTINE"	""	909751	"Female"	"ATCC"	2	-2.542592	"Mixed adherent and suspension"	"RPMI + 10% FBS"	"35.8"	"CVCL_1724"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	82	"SIDM00837"	""	"colorectal"	"colorectal_adenocarcinoma"	""	"MSI"	"ACH-000958"	"SW48"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SW579"	"SW579_THYROID"	""	NA	"Male"	"ATCC"	2	-4.245104	"Adherent"	"DMEM + 10% FBS"	"47.5"	"CVCL_3603"	"thyroid"	"Primary"	"Thyroid Cancer"	"Squamous Cell Carcinoma"	59	"SIDM01167"	""	"thyroid"	"thyroid_squamous"	""	""	"ACH-000163"	"SW579"	"thyroid: anaplastic_carcinoma"	"Thyroid"	"Anaplastic Thyroid Cancer (THAP)"	NA	NA	"Mesenchymal"	NA	NA
"SW620"	"SW620_LARGE_INTESTINE"	""	905962	"Male"	"ATCC"	3	-3.6072971	"Mixed adherent and suspension"	"L15 + 10% FBS"	"7.3"	"CVCL_0547"	"lymph_node"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	51	"SIDM00841"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000651"	"SW620"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"SW756"	"SW756_CERVIX"	""	724839	"Female"	"ATCC"	2	-3.6901253	"Adherent"	"L15 + 10% FBS"	"9.3"	"CVCL_1727"	"cervix"	"Primary"	"Cervical Cancer"	"Squamous Cell Carcinoma"	46	"SIDM01174"	""	"cervix"	"cervical_squamous"	""	""	"ACH-001402"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SW837"	"SW837_LARGE_INTESTINE"	""	909755	"Male"	"ATCC"	3	-4.68742	"Adherent"	"RPMI + 10% FBS"	"9.9"	"CVCL_1729"	"large_intestine"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	53	"SIDM00833"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000421"	"SW837"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SW948"	"SW948_LARGE_INTESTINE"	""	909757	"Female"	"ATCC"	1	-1.3735285	"Mixed adherent and suspension"	"RPMI + 10% FBS"	"37.6"	"CVCL_0632"	"Colon"	"Primary"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	81	"SIDM00832"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000680"	"SW948"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"SW982"	"SW982_SOFT_TISSUE"	""	909759	"Female"	"Academic lab"	2	-3.0987939	"Adherent"	"DMEM + 20% FBS + 1mM Sodium pyruvate"	"17"	"CVCL_1734"	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	"SIDM01161"	""	"soft_tissue"	"synovial_sarcoma"	""	""	"ACH-001274"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SYO1"	"SYO1_SOFT_TISSUE"	""	NA	"Female"	"Academic lab"	2	-2.9637008	"Adherent"	"DMEM + 20% FBS + 1mM Sodium pyruvate"	"16.7"	"CVCL_7146"	"soft_tissue"	""	"Sarcoma"	"Synovial"	NA	""	""	"soft_tissue"	"synovial_sarcoma"	""	""	"ACH-001275"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"T24"	"T24_URINARY_TRACT"	""	724812	"Female"	"ATCC"	2	-2.9456912	"Adherent"	"McCoy's 5A + 10% FBS"	"34.8"	"CVCL_0554"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Carcinoma"	81	"SIDM01184"	""	"urinary_tract"	"bladder_carcinoma"	""	""	"ACH-000018"	"T24"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"Mesenchymal"	NA	NA
"T3M4"	"T3M4_PANCREAS"	""	NA	"Male"	"RIKEN"	1	-2.8620326	"Adherent"	"F12 + 10% FBS"	"7.1"	"CVCL_4056"	"lymph_node"	"Primary"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	64	""	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000085"	"T3M-4"	"pancreas: ductal_carcinoma"	"Pancreas"	"Pancreatic Adenocarcinoma (PAAD)"	NA	NA	"Epithelial"	NA	NA
"T84"	"T84_LARGE_INTESTINE"	""	909761	"Male"	"ATCC"	3	-3.6432114	"Adherent"	"DMEM:F12(1:1) + 5% FBS + 2mM Glutamine"	"19.7"	"CVCL_0555"	"lung"	"Metastasis"	"Colon/Colorectal Cancer"	"Adenocarcinoma"	72	"SIDM00782"	""	"colorectal"	"colorectal_adenocarcinoma"	""	""	"ACH-000381"	"T84"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"Epithelial"	NA	NA
"T98G"	"T98G_CENTRAL_NERVOUS_SYSTEM"	""	687586	"Male"	"ATCC"	2	-4.7055967	"Adherent"	"MEM + 10% FBS"	"20.4"	"CVCL_0556"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Glioblastoma"	61	"SIDM01171"	""	"central_nervous_system"	"glioma"	"glioblastoma"	""	"ACH-000571"	"T98G"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"TC106"	"TC106_BONE"	""	NA	"Male"	"Academic lab"	2	-4.2244901	"Adherent"	"RPMI + 10% heat inactivated FBS + 2mM Glutamax"	"39.8"	"CVCL_F531"	"skin"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	19	""	""	"bone"	"Ewing_sarcoma"	""	"EWS_ERG"	"ACH-001283"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TC138"	"TC138_BONE"	""	NA	"Male"	"Academic lab"	2	-1.6766228	"Mixed adherent and suspension"	"RPMI + 10% heat inactivated FBS + 2mM Glutamax"	"33.3"	"CVCL_4Z30"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"ACH-001430"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TC205"	"TC205_BONE"	""	NA	"Unknown"	"Academic lab"	2	-2.6324452	"Adherent"	"RPMI + 10% heat inactivated FBS + 2mM Glutamax"	"46.4"	"CVCL_4Z31"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"bone"	"Ewing_sarcoma"	""	"EWS_FEV"	"ACH-001431"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TC32"	"TC32_BONE"	""	NA	"Female"	"Academic lab"	2	-2.061526	"Adherent"	"RPMI + 10% FBS + 2mM Glutamine"	"42.3"	"CVCL_7151"	"bone"	""	"Bone Cancer"	"Ewings Sarcoma"	17	""	""	"bone"	"Ewing_sarcoma"	""	"EWS_FLI"	"ACH-001205"	"TC-32"	"bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour"	"Bone"	"Ewing Sarcoma (ES)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"TC71"	"TC71_BONE"	""	1240221	"Male"	"DSMZ"	2	-2.4050069	"Adherent"	"IMDM + 10% FBS"	"42.6"	"CVCL_2213"	"bone"	"Primary"	"Bone Cancer"	"Ewings Sarcoma"	22	"SIDM00419"	""	"bone"	"Ewing_sarcoma"	""	""	"ACH-000424"	"TC-71"	"bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour"	"Bone"	"Ewing Sarcoma (ES)"	NA	NA	"Mesenchymal"	NA	NA
"TCCPAN2"	"TCCPAN2_PANCREAS"	""	NA	"Female"	"HSRRB"	3	-4.7330099	"Adherent"	"RPMI + 10% FBS"	"16.3"	"CVCL_3178"	"ascites"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma, exocrine"	68	""	""	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	"ACH-000502"	"TCC-PAN2"	"pancreas: carcinoma"	"Pancreas"	NA	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"TCCSUP"	"TCCSUP_URINARY_TRACT"	""	687459	"Female"	"ATCC"	2	-4.7661112	"Adherent"	"MEM + 10% FBS + 1mM Sodium pyruvate + 1mM NEAA"	"19.1"	"CVCL_1738"	"urinary_tract"	"Primary"	"Bladder Cancer"	"Transitional Cell Carcinoma"	67	"SIDM01190"	""	"urinary_tract"	"bladder_carcinoma"	"bladder_transitional_cell"	""	"ACH-000720"	"TCCSUP"	"urinary_tract: transitional_cell_carcinoma"	"Bladder_Urinary_Tract"	"Bladder Urothelial Carcinoma (BLCA)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"TE1"	"TE1_OESOPHAGUS"	""	753621	"Male"	"JCRB"	2	-4.8364856	"Adherent"	"RPMI + 10% FBS"	"8.5"	"CVCL_1759"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00369"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000647"	"TE-1"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE10"	"TE10_OESOPHAGUS"	""	753622	"Male"	"RIKEN"	2	-3.4715402	"Adherent"	"DMEM + 10% FBS"	"9.9"	"CVCL_1760"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00349"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000318"	"TE-10"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE11"	"TE11_OESOPHAGUS"	""	946354	"Male"	"RIKEN"	2	-4.8594405	"Adherent"	"RPMI + 10% FBS"	"5.1"	"CVCL_1761"	"oesophagus"	"Primary"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	58	"SIDM00348"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000488"	"TE-11"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE4"	"TE4_OESOPHAGUS"	""	1503371	"Female"	"RIKEN"	2	-3.8284045	"Adherent"	"RPMI + 10% FBS"	"36.2"	"CVCL_3337"	"lymph_node"	""	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00250"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000917"	"TE-4"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE5"	"TE5_OESOPHAGUS"	""	735784	"Female"	"RIKEN"	2	-2.5163072	"Adherent"	"RPMI + 10% FBS"	"35.9"	"CVCL_1764"	"oesophagus"	""	"Esophageal Cancer"	"Squamous Cell Carcinoma"	73	"SIDM00347"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000408"	"TE-5"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE6"	"TE6_OESOPHAGUS"	""	946355	"Male"	"RIKEN"	2	-3.1377956	"Adherent"	"RPMI + 10% FBS"	"40"	"CVCL_1765"	"oesophagus"	""	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00328"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000605"	"TE-6"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TE8"	"TE8_OESOPHAGUS"	""	753623	"Male"	"RIKEN"	2	-5.568965	"Adherent"	"RPMI + 10% FBS"	"28.5"	"CVCL_1766"	"oesophagus"	""	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00326"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000452"	"TE-8"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial-Mesenchymal"	NA	NA
"TE9"	"TE9_OESOPHAGUS"	""	946353	"Male"	"RIKEN"	2	-4.7351327	"Adherent"	"RPMI + 10% FBS"	"8.7"	"CVCL_1767"	"pleural_effusion"	"Metastasis"	"Esophageal Cancer"	"Squamous Cell Carcinoma"	NA	"SIDM00325"	""	"esophagus"	"esophagus_squamous"	""	""	"ACH-000694"	"TE-9"	"oesophagus: squamous_cell_carcinoma"	"Esophagus_Stomach"	"Esophageal Squamous Cell Carcinoma (ESCC)"	NA	NA	"Epithelial"	NA	NA
"TEN"	"TEN_ENDOMETRIUM"	""	NA	"Female"	"RIKEN"	2	-4.4051484	"Adherent"	"MEM + 10% FBS"	"18.8"	"CVCL_E063"	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Clear Cell Carcinoma"	74	""	""	"uterus"	"clear_cell_carcinoma"	""	""	"ACH-000397"	"TEN"	"endometrium: clear_cell_carcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	"Uterine Clear Cell Carcinoma (UCC)"	NA	"Epithelial"	NA	NA
"TF1"	"TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Male"	"ATCC"	3	-4.4682841	"Suspension"	"RPMI + 10% FBS + 2ng/ml GM-CSF"	"good"	"CVCL_0559"	"bone_marrow"	""	"Leukemia"	"Acute Myelogenous Leukemia (AML)"	35	""	""	"blood"	"AML"	""	""	"ACH-000387"	"TF-1"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	NA	NA	NA
"TFK1"	"TFK1_BILIARY_TRACT"	""	NA	"Male"	"DSMZ"	2	-5.4612915	"Adherent"	"RPMI + 10% heat inactivated FBS"	"9.1"	"CVCL_2214"	"biliary_tract"	"Primary"	"Bile Duct Cancer"	"Cholangiocarcinoma, extrahepatic"	63	""	""	"bile_duct"	"cholangiocarcinoma"	"extrahepatic"	""	"ACH-001673"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"THP1"	"THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	909771	"Male"	"ATCC"	3	-5.0140316	"Suspension"	"RPMI + 10% FBS + 0.5mM BME"	"34.4"	"CVCL_0006"	"haematopoietic_and_lymphoid_tissue"	"Primary"	"Leukemia"	"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"	1	"SIDM01172"	""	"blood"	"AML"	"M5"	""	"ACH-000146"	"THP-1"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	NA	NA	NA
"TM31"	"TM31_CENTRAL_NERVOUS_SYSTEM"	""	NA	"Female"	"RIKEN"	2	-4.1495351	"Adherent"	"MEM + 10% FBS"	"14.3"	"CVCL_6735"	"central_nervous_system"	""	"Brain Cancer"	"Glioma"	42	""	""	"central_nervous_system"	"glioma"	""	""	"ACH-000592"	"TM-31"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"TO14"	"TO14_OVARY"	""	NA	"Female"	"Sigma-Aldrich"	2	-4.2455579	"Adherent"	"RPMI + 10% FBS + Glutamine + Pen-Strep"	"57.4"	"CVCL_2734"	"abdomen"	"Metastasis"	"Ovarian Cancer"	"Cystadenocarcinoma"	NA	""	""	"ovary"	"ovary_adenocarcinoma"	""	""	"ACH-001403"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TOV112D"	"TOV112D_OVARY"	""	1299070	"Female"	"ATCC"	2	-3.0907941	"Adherent"	"MCDB 105:Medium 199 (1:1) + 15% FBS + 1.5g/l Sodium bicarbonate"	"52.4"	"CVCL_3612"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, endometrioid"	42	"SIDM01170"	""	"ovary"	"ovary_adenocarcinoma"	"endometrioid"	""	"ACH-000048"	"TOV-112D"	"ovary: endometrioid_carcinoma"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	"Endometrioid Ovarian Cancer (EOV)"	NA	"Mesenchymal"	NA	NA
"TOV21G"	"TOV21G_OVARY"	""	1240222	"Female"	"ATCC"	3	-3.8423435	"Adherent"	"MCDB 105:Medium 199 (1:1) + 15% FBS"	"37.7"	"CVCL_3613"	"ovary"	"Primary"	"Ovarian Cancer"	"Adenocarcinoma, clear cell"	62	"SIDM01169"	""	"ovary"	"ovary_adenocarcinoma"	"clear_cell"	""	"ACH-000885"	"TOV-21G"	"ovary: clear_cell_carcinoma"	"Ovary"	"Ovarian Epithelial Tumor (OVT)"	"Clear Cell Ovarian Cancer (CCOV)"	NA	"Mesenchymal"	NA	NA
"TTC442"	"TTC442_SOFT_TISSUE"	""	NA	"Male"	"Academic lab"	2	-3.9401119	"Adherent"	"DMEM + 10% FBS"	"41.7"	"CVCL_B255"	"soft_tissue"	""	"Sarcoma"	"Rhabdomyosarcoma, embryonal"	NA	""	""	"soft_tissue"	"rhabdomyosarcoma"	"embryonal"	""	"ACH-001750"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TTC549"	"TTC549_SOFT_TISSUE"	""	NA	"Female"	"Academic lab"	2	-3.0236308	"Adherent"	"RPMI + 10% FBS"	"29.2"	"CVCL_8005"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"ACH-001211"	"TTC549"	"Soft_Tissue"	"Soft_Tissue"	NA	NA	NA	NA	NA	NA
"TTC642"	"TTC642_SOFT_TISSUE"	""	NA	"Female"	"Academic lab"	2	-2.1674668	"Adherent"	"RPMI + 10% FBS"	"56.2"	"CVCL_8006"	"soft_tissue"	""	"Rhabdoid"	"Malignant Rhabdoid Tumor"	NA	""	""	"soft_tissue"	"malignant_rhabdoid_tumor"	""	""	"ACH-001212"	"TTC642"	"Soft_Tissue"	"Soft_Tissue"	NA	NA	NA	NA	NA	NA
"TUHR10TKB"	"TUHR10TKB_KIDNEY"	""	NA	"Male"	"RIKEN"	2	-1.6091192	"Adherent"	"RPMI + 10% FBS"	"54.8"	"CVCL_5952"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	69	""	""	"kidney"	"renal_cell_carcinoma"	""	""	"ACH-000459"	"TUHR10TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"Mesenchymal"	NA	NA
"TUHR14TKB"	"TUHR14TKB_KIDNEY"	""	NA	"Male"	"RIKEN"	2	-3.2337689	"Adherent"	"RPMI + 10% FBS"	"37"	"CVCL_5953"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"kidney"	"renal_cell_carcinoma"	""	""	"ACH-000317"	"TUHR14TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"Mesenchymal"	NA	NA
"TUHR4TKB"	"TUHR4TKB_KIDNEY"	""	NA	"Male"	"RIKEN"	1	-3.3984019	"Adherent"	"DMEM + 10% FBS"	"22.8"	"CVCL_5957"	"kidney"	"Primary"	"Kidney Cancer"	"Renal Cell Carcinoma"	60	""	""	"kidney"	"renal_cell_carcinoma"	""	""	"ACH-000495"	"TUHR4TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"Mesenchymal"	NA	NA
"U118MG"	"U118MG_CENTRAL_NERVOUS_SYSTEM"	""	687588	"Male"	"ATCC"	2	-3.785502	"Adherent"	"DMEM + 10% FBS"	"30.9"	"CVCL_0633"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	NA	"SIDM01193"	""	"central_nervous_system"	"glioma"	"astrocytoma"	""	"ACH-000040"	"U-118 MG"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"U251MG"	"U251MG_CENTRAL_NERVOUS_SYSTEM"	"U251-MG"	905983	"Male"	"HSRRB"	2	-4.2779046	"Adherent"	"DMEM + 10% FBS"	"11.3"	"CVCL_0021"	"central_nervous_system"	"Primary"	"Brain Cancer"	"Astrocytoma"	NA	"SIDM00111"	""	"central_nervous_system"	"glioma"	"astrocytoma"	""	"ACH-000232"	"U-251 MG"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"Mesenchymal"	NA	NA
"U2904"	"U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	""	NA	"Male"	"DSMZ"	2	-2.1352241	"Suspension"	"RPMI + 10% FBS"	"44.1"	"CVCL_X504"	"pleural_effusion"	"Primary"	"Lymphoma"	"B-cell"	59	""	""	"lymphocyte"	"lymphoma_unspecified"	"b_cell"	""	"ACH-001677"	NA	NA	NA	NA	NA	NA	NA	NA	NA
