,COSMIC.identifier,Sample.Name,Sample.Name.Old,Whole.Exome.Sequencing..WES.,Copy.Number.Alterations..CNA.,Gene.Expression,Methylation,Drug.Response,GDSC.Tissue.descriptor.1,GDSC.Tissue.descriptor.2,Cancer.Type..matching.TCGA.label.,Microsatellite..instability.Status..MSI.,Screen.Medium,Growth.Properties,Name,TissueType,OncoTree1,OncoTree2,OncoTree3,OncoTree4,EMT,NAPY,TNBC,CellosaurusID
763,1240199,OVKATE,OVKATE,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVKATE,OV,Ovary,Ovarian Epithelial Tumor (OVT),NA,NA,Epithelial,NA,NA,
764,1240200,OVMIU,OVMIU,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVMIU,OV,Ovary,NA,NA,NA,Epithelial,NA,NA,
765,1240201,PA-TU-8988T,PA-TU-8988T,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,PA-TU-8988T,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Mesenchymal,NA,NA,
766,1240202,PC-3_[JPC-3],PC-3_[JPC-3],Y,Y,Y,N,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,PC-3_[JPC-3],LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
767,1240204,PCI-15A,PCI-15A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,PCI-15A,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
768,1240205,PCI-38,PCI-38,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,PCI-38,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
769,1240206,PCI-6A,PCI-6A,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,PCI-6A,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
770,1240207,PE-CA-PJ15,PE-CA-PJ15,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,PE-CA-PJ15,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
771,1240209,RERF-GC-1B,RERF-GC-1B,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,RERF-GC-1B,STAD,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
772,1240210,RH-41,RH-41,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,RH-41,NA,Soft_Tissue,sarcoma,NA,NA,Mesenchymal,NA,NA,
773,1240212,SISO,SISO,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent,SISO,CESC,Cervix,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
774,1240215,SKN,SKN,Y,Y,Y,Y,Y,urogenital_system,uterus,,MSS/MSI-L,D/F12,Adherent,SKN,NA,Uterus,NA,NA,NA,Mesenchymal,NA,NA,
775,1240217,SNU-398,SNU-398,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,SNU-398,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Mesenchymal,NA,NA,
776,1240218,SU8686,SU8686,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,SU8686,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
777,1240219,SUIT-2,SUIT-2,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,SUIT-2,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial-Mesenchymal,NA,NA,
778,1240220,SW156,SW156,Y,N,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,SW156,NA,Kidney,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
779,1240221,TC-71,TC-71,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent,TC-71,NA,Bone,Ewing Sarcoma (ES),NA,NA,Mesenchymal,NA,NA,
780,1240222,TOV-21G,TOV-21G,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSI-H,D/F12,Adherent,TOV-21G,OV,Ovary,Ovarian Epithelial Tumor (OVT),Clear Cell Ovarian Cancer (CCOV),NA,Mesenchymal,NA,NA,
781,1240223,TT2609-C02,TT2609-C02,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,TT2609-C02,THCA,Thyroid,Follicular Thyroid Cancer (THFO),NA,NA,Mesenchymal,NA,NA,
782,1240224,VMRC-RCW,VMRC-RCW,Y,Y,N,N,Y,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,VMRC-RCW,NA,Kidney,Renal Cell Carcinoma (RCC),NA,NA,NA,NA,NA,
783,1240226,WM278,WM278,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,WM278,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
784,1247871,SUP-B15,SUP-B15,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,D/F12,Suspension,SUP-B15,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
785,1247873,H3255,H3255,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,H3255,LUAD,Lung,NA,NA,NA,Epithelial,NA,NA,
786,1287706,451Lu,451Lu,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,451Lu,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
787,1290455,OCI-AML3,OCI-AML3,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,OCI-AML3,LAML,Blood,Leukemia (LEUK),Acute Myeloid Leukemia (AML),NA,NA,NA,NA,
788,1290722,ASH-3,ASH-3,Y,Y,Y,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,ASH-3,THCA,Thyroid,NA,NA,NA,Mesenchymal,NA,NA,
789,1290724,BICR10,BICR10,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,BICR10,HNSC,Head_Neck,NA,NA,NA,Mesenchymal,NA,NA,
790,1290725,BICR31,BICR31,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,BICR31,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
791,1290730,CAL-29,CAL-29,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,CAL-29,BLCA,Bladder_Urinary_Tract,Bladder Urothelial Carcinoma (BLCA),NA,NA,Epithelial,NA,NA,
792,1290765,CAL-78,CAL-78,Y,Y,Y,Y,Y,bone,chondrosarcoma,,MSS/MSI-L,R,Adherent,CAL-78,NA,Bone,NA,NA,NA,Mesenchymal,NA,NA,
793,1290767,CHSA0011,CHSA0011,Y,Y,Y,N,Y,bone,chondrosarcoma,,,R,Adherent,CHSA0011,NA,Bone,NA,NA,NA,Mesenchymal,NA,NA,
794,1290768,CHSA0108,CHSA0108,Y,Y,Y,N,Y,bone,chondrosarcoma,,,R,Adherent,CHSA0108,NA,Bone,NA,NA,NA,Mesenchymal,NA,NA,
795,1290769,CL-11,CL-11,Y,Y,Y,Y,Y,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,CL-11,COREAD,Bowel,Colorectal Adenocarcinoma (COADREAD),NA,NA,Epithelial,NA,NA,
796,1290795,CS1,CS1,Y,Y,Y,Y,Y,bone,bone_other,,MSS/MSI-L,R,Adherent,CS1,NA,Bone,NA,NA,NA,Mesenchymal,NA,NA,
797,1290797,DAN-G,DAN-G,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,DAN-G,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
798,1290798,EFM-192A,EFM-192A,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,EFM-192A,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
799,1290806,FU97,FU97,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,FU97,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial-Mesenchymal,NA,NA,
800,1290807,G-292-Clone-A141B1,G-292-Clone-A141B1,Y,Y,Y,Y,Y,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,G-292-Clone-A141B1,NA,Bone,Osteosarcoma (OS),NA,NA,Mesenchymal,NA,NA,
801,1290808,NCI-H2369,H2369,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2369,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
802,1290809,NCI-H2373,H2373,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2373,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
803,1290810,NCI-H2461,H2461,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2461,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
804,1290812,NCI-H2722,H2722,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2722,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
805,1290813,NCI-H2795,H2795,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2795,NA,Lung,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
806,1290814,NCI-H2818,H2818,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,H2818,NA,Lung,NA,NA,NA,Mesenchymal,NA,NA,
807,1290905,HCC1428,HCC1428,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,HCC1428,BRCA,Breast,Breast Carcinoma (BRCA),NA,NA,Epithelial,NA,NA,
808,1290906,HCC202,HCC202,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,HCC202,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
809,1290908,HCC-78,HCC-78,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,HCC-78,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
810,1290922,HDQ-P1,HDQ-P1,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,HDQ-P1,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,Breast Triple Negative,
811,1295740,ALL-SIL,ALL-SIL,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSS/MSI-L,R,Suspension,ALL-SIL,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
812,1295741,AMO-1,AMO-1,Y,Y,Y,Y,Y,myeloma,haematopoietic_neoplasm other,MM,MSS/MSI-L,R,Suspension,AMO-1,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
813,1297438,COR-L303,COR-L303,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,COR-L303,NOT_TCGA,Lung,NA,NA,NA,Epithelial,NA,NA,
814,1297439,COR-L95,COR-L95,Y,Y,Y,N,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,COR-L95,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
815,1297446,DND-41,DND-41,Y,Y,Y,Y,Y,leukemia,T_cell_leukemia,ALL,MSI-H,R,Suspension,DND-41,NA,Blood,Leukemia (LEUK),Acute Lymphoid Leukemia (ALL),NA,NA,NA,NA,
816,1297447,EJM,EJM,Y,Y,Y,Y,Y,myeloma,lymphoid_neoplasm other,MM,MSS/MSI-L,D/F12,Semi-Adherent,EJM,NA,Blood,Multiple Myeloma (MM),NA,NA,NA,NA,NA,
817,1297449,Farage,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Farage,NA,Blood,NA,NA,NA,NA,NA,NA,
818,1298134,HeLa,HeLa,Y,Y,Y,Y,Y,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,HeLa,CESC,Cervix,NA,NA,NA,Mesenchymal,NA,NA,
819,1298136,HPAC,HPAC,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,HPAC,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
820,1298141,Hs-766T,Hs-766T,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,Hs-766T,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Mesenchymal,NA,NA,
821,1298144,Hs-939-T,Hs-939-T,Y,Y,N,N,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Hs-939-T,SKCM,Skin,Melanoma (MEL),NA,NA,NA,NA,NA,
822,1298145,Hs-940-T,Hs-940-T,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Hs-940-T,SKCM,Skin,Melanoma (MEL),NA,NA,Mesenchymal,NA,NA,
823,1298146,huH-1,huH-1,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,huH-1,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial-Mesenchymal,NA,NA,
824,1298151,JHH-1,JHH-1,Y,Y,Y,Y,Y,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,JHH-1,NA,Liver,Hepatocellular Carcinoma (HCC),NA,NA,Epithelial,NA,NA,
825,1298156,JHU-029,JHU-029,Y,Y,Y,N,Y,aero_dig_tract,head and neck,HNSC,,R,Adherent,JHU-029,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
826,1298157,JIMT-1,JIMT-1,Y,Y,Y,N,Y,breast,breast,BRCA,,D/F12,Adherent,JIMT-1,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
827,1298160,K2,K2,Y,Y,Y,N,Y,skin,melanoma,SKCM,,D/F12,Adherent,K2,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
828,1298167,KMH-2,KMH-2,Y,Y,N,Y,Y,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,KMH-2,THCA,Thyroid,NA,NA,NA,NA,NA,NA,
829,1298168,KMRC-1,KMRC-1,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,KMRC-1,KIRC,Kidney,Renal Cell Carcinoma (RCC),Renal Clear Cell Carcinoma (CCRCC),NA,Mesenchymal,NA,NA,
830,1298169,KMRC-20,KMRC-20,Y,Y,Y,Y,Y,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,KMRC-20,NA,Kidney,Renal Cell Carcinoma (RCC),NA,NA,Mesenchymal,NA,NA,
831,1298215,KON,KON,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,KON,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
832,1298216,KP-1N,KP-1N,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,KP-1N,NA,Pancreas,NA,NA,NA,Epithelial-Mesenchymal,NA,NA,
833,1298218,KP-2,KP-2,Y,N,Y,N,Y,pancreas,pancreas,PAAD,,D/F12,Adherent,KP-2,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
834,1298219,KP-3,KP-3,Y,Y,Y,Y,Y,pancreas,pancreas,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,KP-3,OTHER,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial-Mesenchymal,NA,NA,
835,1298222,KYSE-50,KYSE-50,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,KYSE-50,NA,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
836,1298223,LC-1-sq,LC-1-sq,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,LC-1-sq,LUSC,Lung,NA,NA,NA,Epithelial,NA,NA,
837,1298226,LOU-NH91,LOU-NH91,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,LOU-NH91,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Mesenchymal,NA,NA,
838,1298347,NCI-H1435,NCI-H1435,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Semi-Adherent,NCI-H1435,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
839,1298348,NCI-H1568,NCI-H1568,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H1568,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
840,1298349,NCI-H1688,NCI-H1688,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,NCI-H1688,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Epithelial,ASCL1,NA,
841,1298350,NCI-H1781,NCI-H1781,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,NCI-H1781,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Adenocarcinoma (LUAD),NA,Epithelial,NA,NA,
842,1298351,NCI-H2110,NCI-H2110,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,NCI-H2110,CANNOT_CLASSIFY,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
843,1298352,NCI-H2135,NCI-H2135,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,NCI-H2135,CANNOT_CLASSIFY,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial-Mesenchymal,NA,NA,
844,1298353,NCI-H2172,NCI-H2172,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,NCI-H2172,CANNOT_CLASSIFY,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Mesenchymal,NA,NA,
845,1298356,NCI-H2444,NCI-H2444,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,NCI-H2444,CANNOT_CLASSIFY,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
846,1298357,NUGC-4,NUGC-4,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,NUGC-4,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
847,1298358,OCUM-1,OCUM-1,Y,Y,Y,Y,Y,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,OCUM-1,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,Epithelial,NA,NA,
848,1298359,OE21,OE21,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,OE21,NA,Esophagus_Stomach,NA,NA,NA,Epithelial,NA,NA,
849,1298362,OSC-19,OSC-19,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,OSC-19,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
850,1298365,OVTOKO,OVTOKO,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,OVTOKO,OV,Ovary,Ovarian Epithelial Tumor (OVT),Clear Cell Ovarian Cancer (CCOV),NA,Mesenchymal,NA,NA,
851,1298475,PANC-02-03,PANC-02-03,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PANC-02-03,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
852,1298476,PANC-04-03,PANC-04-03,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,PANC-04-03,PAAD,Pancreas,NA,NA,NA,Epithelial,NA,NA,
853,1298526,PA-TU-8902,PA-TU-8902,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,PA-TU-8902,PAAD,Pancreas,Pancreatic Adenocarcinoma (PAAD),NA,NA,Epithelial,NA,NA,
854,1298529,PCI-30,PCI-30,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,PCI-30,NA,Head_Neck,NA,NA,NA,Mesenchymal,NA,NA,
855,1298531,PCI-4B,PCI-4B,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,PCI-4B,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
856,1298533,PL4,PL4,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,PL4,NA,Pancreas,NA,NA,NA,Epithelial,NA,NA,
857,1298534,QGP-1,QGP-1,Y,Y,Y,Y,Y,pancreas,pancreas,,MSS/MSI-L,R,Adherent,QGP-1,NA,Pancreas,NA,NA,NA,Epithelial,NA,NA,
858,1298537,RERF-LC-KJ,RERF-LC-KJ,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,RERF-LC-KJ,LUAD,Lung,Non-Small Cell Lung Cancer (NSCLC),NA,NA,Epithelial,NA,NA,
859,1298538,RERF-LC-Sq1,RERF-LC-Sq1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,RERF-LC-Sq1,LUSC,Lung,Non-Small Cell Lung Cancer (NSCLC),Lung Squamous Cell Carcinoma (LUSC),NA,Epithelial,NA,NA,
860,1298539,RKN,RKN,Y,Y,Y,Y,Y,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,RKN,NA,Ovary,sarcoma,NA,NA,Mesenchymal,NA,NA,
861,1299050,SAT,SAT,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,SAT,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
862,1299052,SCC90,SCC90,Y,Y,Y,N,Y,aero_dig_tract,head and neck,HNSC,,R,Adherent,SCC90,NA,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
863,1299059,SKN-3,SKN-3,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,R,Adherent,SKN-3,HNSC,Head_Neck,NA,NA,NA,Epithelial,NA,NA,
864,1299061,STS-0421,STS-0421,Y,Y,Y,N,Y,soft_tissue,soft_tissue_other,,,R,Adherent,STS-0421,NA,Soft_Tissue,NA,NA,NA,Mesenchymal,NA,NA,
865,1299062,SW1271,SW1271,Y,Y,Y,N,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,SW1271,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,Mesenchymal,YAP1,NA,
866,1299064,T-T,T-T,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,T-T,NA,Esophagus_Stomach,Esophageal Squamous Cell Carcinoma (ESCC),NA,NA,Epithelial,NA,NA,
867,1299069,TMK-1,TMK-1,Y,Y,N,N,Y,digestive_system,stomach,STAD,,R,Adherent,TMK-1,STAD,Esophagus_Stomach,Esophagogastric Adenocarcinoma (EGC),Stomach Adenocarcinoma (STAD),NA,NA,NA,NA,
868,1299070,TOV-112D,TOV-112D,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,TOV-112D,OV,Ovary,Ovarian Epithelial Tumor (OVT),Endometrioid Ovarian Cancer (EOV),NA,Mesenchymal,NA,NA,
869,1299075,VCaP,VCaP,Y,Y,Y,Y,Y,urogenital_system,prostate,PRAD,MSS/MSI-L,D/F12,Adherent,VCaP,PRAD,Prostate,NA,NA,NA,Epithelial,NA,NA,
870,1299078,WM1552C,WM1552C,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,WM1552C,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
871,1299080,WM35,WM35,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,WM35,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
872,1299081,WM793B,WM793B,Y,Y,Y,Y,Y,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,WM793B,SKCM,Skin,NA,NA,NA,Mesenchymal,NA,NA,
873,1303896,GA-10,GA-10,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,GA-10,NA,Blood,NA,NA,NA,NA,NA,NA,
874,1303897,GRANTA-519,GRANTA-519,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,D/F12,Suspension,GRANTA-519,NA,Blood,NA,NA,NA,NA,NA,NA,
875,1303900,HCC1500,HCC1500,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,HCC1500,BRCA,Breast,Breast Carcinoma (BRCA),Breast Invasive Ductal Carcinoma (IDC),NA,Epithelial,NA,NA,
876,1303901,HCC-33,HCC-33,Y,Y,N,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,HCC-33,NOT_TCGA,Lung,Small Cell Lung Cancer (SCLC),NA,NA,NA,NEUROD1,NA,
877,1303911,YMB-1-E,YMB-1-E,Y,Y,N,N,Y,breast,breast,BRCA,MSS/MSI-L,R,Adherent,YMB-1-E,BRCA,Breast,Invasive Breast Carcinoma (BRCA),NA,NA,NA,NA,NA,
